Lead score,Company Name,CompanyDomain,Trading name,Tags,Street,Postal code,City,Province,Distance,Country,Employees,Employees in group,Branch,Branch code national,Branch name national,Branch code international,Branch name international,Reg no.,Legal entity,Founded,VAT,URL,Phone number,Pages,First visit,Last visit,Sessions,Days,Duration,Comments,Twitter,Facebook,LinkedIn,Youtube,Pinterest,Instagram,GitHub,Dribbble,Xing,Whatsapp,Vimeo,Sales volume,Email address,Link to inbox,stripped_domain
0.05,De Lage Landen International B.V. Deutsche Niederlassung,dllgroup.com,AGCO Finance,,Theo-Champion-Str. 1,40549,Dusseldorf,"Düsseldorf, Stadt",159km,DE,263,26,Banking,1405,Insurance Brokers,6029,"Commercial Banks, Not Elsewhere Classified",HRB 42327,Foreign Company,1974,,https://www.dllgroup.com,"4,92115E+17",2,3/30/2026 15:37,3/30/2026 15:38,1,1,60,,,https://www.facebook.com/dllgroup,https://www.linkedin.com/company/dllgroup/,,,https://www.instagram.com/lifeatdll,,,,,,€3.855.760,sales@agcofinance.com,https://portal.leadinfo.com/inbox/custom-20260326-20260520/78688254,dllgroup
0.05,Rfg Finance Pty Ltd,rfg.com.au,Retail Foof Group,,1 Olympic Cct,4215,Southport,Queensland,,AU,262,600,Retail,,,6794,Patent Owners and Lessors,72339774,Corporation,1996,,https://rfg.com.au,61755913242,1,4/28/2026 9:43,4/28/2026 9:43,1,1,5,,,,https://www.linkedin.com/company/retail-food-group/,,,,,,https://www.xing.com/pages/tristaraustriagmbh,,,$ 5.095.727,rfga@rfg.com.au,https://portal.leadinfo.com/inbox/custom-20260326-20260520/92175509,rfg
0.15,Platte River Power Authority,prpa.org,,,2000 E Horsetooth RD,80525,Fort Collins,Colorado,7710km,US,261,172,Utilities,221118,,4911,Electric Services,,Corporation,1975,,https://prpa.org,19702264000,5,4/22/2026 20:18,4/22/2026 20:51,2,1,175,,https://twitter.com/prpauthority/,https://www.facebook.com/platteriverpower/,https://www.linkedin.com/company/platte-river-power-authority/,,,https://www.instagram.com/platteriverpower/,,,,,https://vimeo.com/user27425801/,$ 271.323.000,frisbiej@prpa.org,https://portal.leadinfo.com/inbox/custom-20260326-20260520/193791590,prpa
0.75,Gateshead College,gateshead.ac.uk,,"Hot, Meer dan 6 pagina's bezocht, Room Booking pagina, Contact, MS Places",Baltic Campus,NE83BE,Gateshead,"Gateshead, Tyne And Wear",541km,GB,260,497,Construction,85422,,8221,"Colleges, Universities, and Professional Schools",,,1997,,https://www.gateshead.ac.uk,"4,41915E+16",2,2026-03-04 7:08:00,4/22/2026 0:40,2,2,20,,,https://www.facebook.com/gatesheadcollege,https://www.linkedin.com/company/planbee-built-environment-education/,,,https://www.instagram.com/gatesheadcollege,,,,,,£ 30.664.000,start@gateshead.ac.uk,https://portal.leadinfo.com/inbox/custom-20260326-20260520/461500805,gateshead
0.05,Blackburn College,blackburn.ac.uk,,MS Places,Feilden Street,BB21LH,Blackburn,Blackburn With Darwen,525km,GB,258,1000,Education,85421,,8221,"Colleges, Universities, and Professional Schools",,,2022,,https://blackburn.ac.uk,"4,41254E+16",1,3/30/2026 14:48,3/30/2026 14:48,1,1,5,,https://www.twitter.com/thehubBBcol,https://www.facebook.com/BlackburnCollegeUK,https://www.linkedin.com/company/heat-at-blackburn-college/,https://www.youtube.com/user/blackburncollegevids,,https://www.instagram.com/blackburncollege,,,,,,£ 24.328.923,parking@blackburn.ac.uk,https://portal.leadinfo.com/inbox/custom-20260326-20260520/135045879,blackburn
0.05,Stichting DrieGasthuizenGroep,driegasthuizengroep.nl,,,Rijnstraat 71,6811EZ,Arnhem,Gelderland,86km,NL,254,1094,Hospitals and Health Care,94993,Funds (not for welfare),8641,"Civic, Social, and Fraternal Associations",9221030,Non Profit Organization,2010,,https://www.driegasthuizengroep.nl,31263549415,1,2026-10-04 11:07:00,2026-10-04 11:07:00,1,1,15,,https://twitter.com/DGGArnhem,https://www.facebook.com/driegasthuizengroep,https://www.linkedin.com/company/drie-gasthuizen-groep/,,,https://www.instagram.com/driegasthuizengroep,,,,,,€84.666.403,info@driegasthuizengroep.nl,https://portal.leadinfo.com/inbox/custom-20260326-20260520/125050214,driegasthuizengroep
0.05,Gemeente Dalfsen,dalfsen.nl,Gemeentehuis Dalfsen,Meer dan 6 pagina's bezocht,Raadhuisstraat 1,7721AX,Dalfsen,Overijssel,130km,NL,253,200,Government Administration,84121,"Public administration in the field of health care, education, cultural services and social services (no social",9431,Administration of Public Health Programs,8215340,Local Government Body,2001,,https://www.dalfsen.nl,31529488388,4,4/29/2026 11:27,4/29/2026 11:33,1,1,170,,,https://www.facebook.com/gemdalfsen,https://www.linkedin.com/company/gemeente-dalfsen/,https://www.youtube.com/channel/UCTGmjHSTe_MBEJl3A4sDaew,,https://www.instagram.com/gem_dalfsen,,,,,,€1.197.005,info@dalfsen.nl,https://portal.leadinfo.com/inbox/custom-20260326-20260520/67511823,dalfsen
0.05,Schleswig-Holstein Netz Beteiligungs-AG,sh-netz.com,,,Schleswag-Heingas-Platz 1,25451,Quickborn,Schleswig-Holstein,412km,DE,252,1405,Utilities,31,Network Services,4911,Electric Services,HRB 8122,Corporation,2023,DE267393355,https://www.sh-netz.com,"4,94107E+17",3,5/19/2026 14:20,5/19/2026 15:09,1,1,235,,,,https://www.linkedin.com/company/schleswig-holstein-netz-gmbh/,,,,,,,,,1262000,kundenservice@sh-netz.com,https://portal.leadinfo.com/inbox/custom-20260326-20260520/20551631,sh-netz
0%,Lumapps,lumapps.com,,,75 Rue Francois Mermet,69160,Tassin-La-Demi-Lune,Rhône,677km,FR,251,214,Software Development,5829A,,7372,Prepackaged Software,788743474,Corporation,2012,FR78874347400017,https://www.lumapps.com,33428382534,2,4/20/2026 14:40,4/21/2026 9:30,2,2,50,,,https://www.facebook.com/lumapps,https://www.linkedin.com/company/lumapps/,,,https://www.instagram.com/lumapps/?hl=en,,,,,,43476094,contact@lumapps.com,https://portal.leadinfo.com/inbox/custom-20260326-20260520/62674964,lumapps
0.25,Univ Paris Xiii Paris-Nord Villetaneuse,univ-spn.fr,Universite Paris Xiii. Paris-Nord,,99 Avenue Jean-Baptiste Clement,93430,Villetaneuse,Seine-Saint-Denis,361km,FR,250,2000,Higher Education,8542Z,,8221,"Colleges, Universities, and Professional Schools",199312380,Government Body,1970,FR19931238000017,https://www.univ-spn.fr,33149403000,1,4/17/2026 16:21,4/17/2026 16:21,1,1,5,,,https://www.facebook.com/univsorbonneparisnord,https://www.linkedin.com/company/aemds-universit%C3%A9-sorbonne-paris-13/,https://www.youtube.com/user/Univparis13,,https://www.instagram.com/univ_spn,,,,,,159736333,,https://portal.leadinfo.com/inbox/custom-20260326-20260520/50591415,univ-spn
0.05,Gemeente Hof van Twente,hofvantwente.nl,,,De Hofte 7,7471DK,Goor,Overijssel,138km,NL,249,50,Utilities Administration,84121,"Public administration in the field of health care, education, cultural services and social services (no social",9431,Administration of Public Health Programs,8215304,Local Government Body,2001,,https://www.hofvantwente.nl,31547858585,3,4/21/2026 16:32,2026-07-05 9:41:00,3,3,125,,,https://www.facebook.com/gemhofvantwente,https://www.linkedin.com/company/374209/,,,https://www.instagram.com/gemhofvantwente,,,,,,2992512,info@hofvantwente.nl,https://portal.leadinfo.com/inbox/custom-20260326-20260520/67511789,hofvantwente
0.05,Novafos A/S,novafos.dk,Ørnegårdsvej,,Ørnegårdsvej 13,2820,Gentofte,Hovedstaden,674km,DK,248,52,Utilities,360000,,4941,Water Supply,31884993,,2018,,https://novafos.dk,4544208000,1,4/22/2026 10:01,4/22/2026 10:05,1,1,75,,,,https://www.linkedin.com/company/novafos/,,,,,,,,,,novafos@novafos.dk,https://portal.leadinfo.com/inbox/custom-20260326-20260520/462113285,novafos
0%,Rubner Holding Spa,rubner.com,,,Zona Artigianale 2,39030,Chienes,Trentino-Sudtirol,764km,IT,246,41,Construction,701,,6719,"Offices of Holding Companies, Not Elsewhere Classified",647870211,Corporation,1981,IT00647870211,https://www.rubner.com,"3,90475E+16",1,2026-01-04 16:44:00,2026-01-04 16:44:00,1,1,5,,,https://www.facebook.com/Nordpan-needs-You-286241648393485,https://www.linkedin.com/company/rubnerhaus/,https://www.youtube.com/user/RubnerTV,,https://www.instagram.com/nordpan_gmbh,,,,,,406384610,info@rubner.com,https://portal.leadinfo.com/inbox/custom-20260326-20260520/27200035,rubner
0.05,Oogwereld B.V.,oogwereld.nl,Oogwereld Groep,,De Boogschutter 20,5215MJ,s-Hertogenbosch,Noord-Brabant,50km,NL,244,330,Wholesale,46435,Wholesale of video and music recordings,5049,"Professional Equipment and Supplies, Not Elsewhere Classified",17192171,Corporation,2018,,https://www.oogwereld.nl,31203467979,2,3/31/2026 13:12,3/31/2026 13:17,1,1,50,,,https://www.facebook.com/saers.opticiens,,,,https://www.instagram.com/saersspijkenisse,,,,,,€84.660.000,info@oogwereld.nl,https://portal.leadinfo.com/inbox/custom-20260326-20260520/463633029,oogwereld
0.05,Gemeente Landgraaf,landgraaf.nl,Raadhuis,,Sweelinckplein 1,6371LB,Landgraaf,Limburg,141km,NL,244,1000,Government Administration,84121,"Public administration in the field of health care, education, cultural services and social services (no social",9431,Administration of Public Health Programs,14131528,Local Government Body,1900,,https://www.landgraaf.nl,31455695222,1,4/20/2026 13:37,4/20/2026 13:38,1,1,15,,,https://www.facebook.com/gemeentelandgraaf,https://www.linkedin.com/company/gemeente-landgraaf/,https://www.youtube.com/channel/UC1OMXO7TYyfI-_f14U6FS2w/videos,,https://www.instagram.com/gemeentelandgraaf,,,,,,€5.985.024,gemeente@landgraaf.nl,https://portal.leadinfo.com/inbox/custom-20260326-20260520/18745,landgraaf
0.05,Logpoint A/S,logpoint.com,Virusalarm.Info A/S,,Valkendorfsgade 13A,1151,Kobenhavn K,Hovedstaden,671km,DK,242,53,Software Development,629000,,7379,"Computer Related Services, Not Elsewhere Classified",26301939,Corporation,2001,,https://www.logpoint.com,4570605908,1,4/23/2026 11:00,4/23/2026 11:00,1,1,15,,,https://www.facebook.com/LogpointSIEM,https://www.linkedin.com/company/logpoint/,,,,,,,,,kr 59.684.000,,https://portal.leadinfo.com/inbox/custom-20260326-20260520/25118964,logpoint
0.3,yuki works B.V.,yukisoftware.com,Yuki Works,"Hot, Contact",Wilhelminakade 308,3072AR,Rotterdam,Zuid-Holland,14km,NL,241,56,Software Development,62100,Support activities in the field of information technology,7371,Computer Programming Services,20118844,Corporation,2007,NL814532354B01,https://www.yukisoftware.com,31102019734,1,2026-09-04 10:59:00,2026-09-04 10:59:00,1,1,15,,,https://www.facebook.com/YukiSoftware,https://www.linkedin.com/company/visma-yuki/,,,https://www.instagram.com/yukisoftware/?hl=en,,,,,,529767,,https://portal.leadinfo.com/inbox/custom-20260326-20260520/113853,yukisoftware
0.05,Communigator,spotler.com,,,Lexicon House,GU28XW,Guildford,Surrey,370km,GB,241,3,IT System Custom Software Development,62012,,7371,Computer Programming Services,,,2010,,https://spotler.com,"4,48446E+16",2,4/23/2026 14:31,4/23/2026 14:37,2,1,80,,,https://www.facebook.com/SpotlerUK,https://www.linkedin.com/company/spotler-uk/,https://www.youtube.com/c/spotleruk,,https://www.instagram.com/spotleruk,,,,,,£ 47.217,info@spotler.com,https://portal.leadinfo.com/inbox/custom-20260326-20260520/133736757,spotler
0.05,Tecniche Nuove Spa,tecnichenuove.com,,,Via Eritrea 21,20157,Milano,Lombardy,777km,IT,240,400,Book and Periodical Publishing,5813,,2721,"Periodicals: Publishing, or Publishing and Printing",753480151,Corporation,1964,IT00753480151,https://www.tecnichenuove.com,3902390901,3,2026-06-05 18:21:00,2026-06-05 18:23:00,1,1,115,,,https://www.facebook.com/TecnicheNuove,https://www.linkedin.com/company/tecniche-nuove-spa/,https://www.youtube.com/channel/UC7P43DYOv3qXd0YXc1WGZfA,,https://www.instagram.com/tecnichenuovelibri_ufficiale/?hl=it,,,,,,€59.511.046,info@tecnichenuove.com,https://portal.leadinfo.com/inbox/custom-20260326-20260520/29694145,tecnichenuove
0.75,Croydon College,croydon.ac.uk,,"Hot, Meer dan 6 pagina's bezocht, Room Booking pagina, MS Places",Fairfield Campus,CR91DX,Croydon,Greater London,333km,GB,239,1000,Education Administration Programs,85421,,8221,"Colleges, Universities, and Professional Schools",,,1962,,https://croydon.ac.uk,"4,42087E+16",2,3/30/2026 16:37,4/13/2026 22:53,2,2,40,,https://twitter.com/croydoncollege/,https://www.facebook.com/croydoncollegeofficial,https://www.linkedin.com/company/world-of-work/,https://www.youtube.com/channel/UC5MfaMOiOkTA0Ptl4EhnkJQ,,https://www.instagram.com/croydoncollege/?hl=en,,,,,,£ 24.328.923,info@croydon.ac.uk,https://portal.leadinfo.com/inbox/custom-20260326-20260520/134617623,croydon
0.1,Hifab AB,hifab.se,,,Sveavägen 163,11134,Stockholm,Stockholms Län,1180km,SE,238,100,Community Development and Urban Planning,71121,,8711,Engineering Services,5561257881,Corporation,1969,,https://www.hifab.se,469010432,3,2026-01-04 11:01:00,2026-09-04 10:03:00,3,3,245,,,,https://www.linkedin.com/company/hifab/,,,,,,,,,kr 253.765.000,info@hifab.se,https://portal.leadinfo.com/inbox/custom-20260326-20260520/23871229,hifab
0.25,Pbnl B.V.,paxton-access.com,Paxton Benelux,"Hot, Meer dan 6 pagina's bezocht, Visitor Registration",Korte Huifakkerstraat 34,4815PS,Breda,Noord-Brabant,28km,NL,236,9,Security and Investigations,46500,Wholesale of information and communication equipment,5065,"Electronic Parts and Equipment, Not Elsewhere Classified",64082466,Corporation,2015,,https://www.paxton-access.com,31763333999,1,2026-07-05 11:52:00,2026-07-05 11:53:00,1,1,55,,,https://www.facebook.com/Paxton-Access-Ltd-147700121931940,https://www.linkedin.com/company/paxton-access-ltd/,https://www.youtube.com/user/PaxtonAccess,,https://www.instagram.com/paxtonbenelux/?hl=nl,,,,,,731889,support@paxtonaccess.se,https://portal.leadinfo.com/inbox/custom-20260326-20260520/890496,paxton-access
0.75,Specialfastigheter Sverige AB,specialfastigheter.se,Kontor Sundsvall,"Hot, Meer dan 6 pagina's bezocht, linkedin",Sjögatan 15,85232,Sundsvall,Västernorrlands Län,1393km,SE,233,20,Leasing Real Estate,68203,,6519,"Lessors of Real Property, Not Elsewhere Classified",5565375945,,1996,,https://www.specialfastigheter.se,46107886200,4,2026-01-04 11:23:00,4/17/2026 9:48,4,3,50,,https://twitter.com/specialfastigh/,https://www.facebook.com/specialfastigheter,https://www.linkedin.com/company/specialfastigheter-sverige-ab/,https://www.youtube.com/channel/UCXlBnSV0wLYhh4uJjE_Fo_g,,https://www.instagram.com/specialfastigheter,,,,,,,info@specialfastigheter.se,https://portal.leadinfo.com/inbox/custom-20260326-20260520/123456522,specialfastigheter
0.05,Epsidon Technology Distribution (Pty) Ltd,firstdistribution.com,First Distribution,,26 Augrabies RD,1682,Gauteng,Gauteng,8954km,ZA,233,221,IT Services and IT Consulting,,,7372,Prepackaged Software,199501095807,Corporation,1995,,https://firstdistribution.com,27115402640,1,5/18/2026 11:03,5/18/2026 11:03,1,1,25,,,https://www.facebook.com/FirstInDistribution,https://www.linkedin.com/company/first-distribution/,https://www.youtube.com/user/FirstDistibution,,,,,,,,R 80.714.877,caron.pain@firstdistribution.com,https://portal.leadinfo.com/inbox/custom-20260326-20260520/309141433,firstdistribution
0.05,Vivawest Wohnen GmbH,vivawest.de,,Meer dan 6 pagina's bezocht,Nordsternplatz 1,45899,Gelsenkirchen,Nordrhein-Westfalen,166km,DE,232,1048,Leasing Real Estate,298,Real Estate Developers And Real Estate Development Companies,6514,Operators of Dwellings Other Than Apartment Buildings,HRB 22921,Corporation,2011,DE276182771,https://www.vivawest.de,492093800,1,2026-07-05 11:56:00,2026-07-05 11:57:00,1,1,55,,,https://www.facebook.com/VIVAWEST,https://www.linkedin.com/company/vivawest-wohnen-gmbh/,https://www.youtube.com/user/VivawestWohnenGmbH,,https://www.instagram.com/vivawest_,,,,,,638343637,info@vivawest.de,https://portal.leadinfo.com/inbox/custom-20260326-20260520/77477357,vivawest
0.05,Quanta System Spa,quantasystem.com,,,Via Acquedotto 109,21017,Samarate,Lombardy,754km,IT,232,649,Medical Equipment Manufacturing,26,,3679,"Electronic Components, Not Elsewhere Classified",10647810158,Corporation,1989,IT10647810158,https://www.quantasystem.com,"3,90331E+16",1,2026-04-05 10:12:00,2026-04-05 10:13:00,1,1,55,,https://www.twitter.com/quanta_system,https://www.facebook.com/Quanta-System-SpA-198414373529677,https://www.linkedin.com/company/quanta-system/,https://www.youtube.com/channel/UC3xb23dmHMpDwqAy-XqENYQ,,https://www.instagram.com/quantasystemofficial,,,,,,158271957,info@quantasystem.com,https://portal.leadinfo.com/inbox/custom-20260326-20260520/131977295,quantasystem
0.75,Spf Private Clients Limited,spf.co.uk,,"Hot, Meer dan 6 pagina's bezocht",S P F Private Clients,EC3V0BT,London,Greater London,330km,GB,230,203,Insurance Agencies and Brokerages,66220,,6411,"Insurance Agents, Brokers, and Service",3680970,Corporation,1997,3680970,https://www.spf.co.uk,"4,48001E+16",3,3/27/2026 9:38,5/18/2026 1:00,3,3,15,,,https://www.facebook.com/SPFPrivateClients,https://www.linkedin.com/company/spf-private-clients/,,,,,,,,,£ 35.378.033,info@spf.co.uk,https://portal.leadinfo.com/inbox/custom-20260326-20260520/4944602,spf
0.05,Acpv Architects Srl,acpvarchitects.com,,,Via Cerva 4,20122,Milano,Lombardy,783km,IT,230,21,Architecture and Planning,711109,,8712,Architectural Services,13065150156,Corporation,2000,IT13065150156,https://acpvarchitects.com,39027638801,4,4/17/2026 13:22,4/17/2026 13:24,1,1,70,,,https://www.facebook.com/acpvarchitects,https://www.linkedin.com/company/acpv-architects-antonio-citterio-patricia-viel/,,,https://www.instagram.com/acpv.architects,,,,,,€28.530.361,pressoffice@acpvarchitects.com,https://portal.leadinfo.com/inbox/custom-20260326-20260520/125610737,acpvarchitects
0.55,Forvis Mazars N.V.,forvismazars.com,Forvis Mazars Private Clients,"Hot, Meer dan 6 pagina's bezocht, Contact",Watermanweg 80,3067GG,Rotterdam,Zuid-Holland,14km,NL,229,40,Accounting,69202,Auditors,8721,"Accounting, Auditing, and Bookkeeping Services",24389296,Corporation,2006,,https://www.forvismazars.com,31882771500,2,4/29/2026 12:37,4/29/2026 12:39,1,1,50,,,https://www.facebook.com/forvismazarsinireland,https://www.linkedin.com/company/forvis-mazars-in-the-uk/,https://www.youtube.com/channel/UCAP2Lj8FSXO-2eGUKgCDsiw,,https://www.instagram.com/forvismazarsuk,,,,,,€165.326.586,bestuurssecretariaat@forvismazars.com,https://portal.leadinfo.com/inbox/custom-20260326-20260520/463236847,forvismazars
0.15,Bastion Holding B.V.,bastionhotels.com,,,Mauritiuslaan 2,3526LD,Utrecht,Utrecht,38km,NL,225,573,Hospitality,70102,Holding companies (not financial),6719,"Offices of Holding Companies, Not Elsewhere Classified",20081363,Corporation,1996,NL804546654B01,https://www.bastionhotels.com,31302671616,1,3/27/2026 10:11,3/27/2026 10:12,1,1,25,,,https://www.facebook.com/bastionhotels,https://www.linkedin.com/company/bastionhotels/,https://www.youtube.com/channel/UCrtnP6oXGjgX0_CV5vXu3hQ,,https://www.instagram.com/bastionhotelscom,,,,,,106867000,,https://portal.leadinfo.com/inbox/custom-20260326-20260520/2249201,bastionhotels
0.2,Ipeco Holdings Limited,ipeco.com,IPECO Ipeco Electronics,"Hot, Meer dan 6 pagina's bezocht",Airport Business Park,SS41YH,Rochford,Essex,277km,GB,224,921,Aviation and Aerospace Component Manufacturing,30300,,3721,Aircraft,672443,Corporation,1961,672443,https://ipeco.com,"4,48453E+16",1,2026-07-04 16:21:00,2026-07-04 16:21:00,1,1,5,,,https://www.facebook.com/IpecoLtd,https://www.linkedin.com/company/ipeco/,,,,,,,,,£ 119.667.000,sales@ipeco.com,https://portal.leadinfo.com/inbox/custom-20260326-20260520/3282491,ipeco
0.05,Baillie Gifford Investment Management (Europe) Limited,bailliegifford.com,,,1 Greenside Row,EH13AN,Edinburgh,City Of Edinburgh,687km,GB,224,20,Financial Services,64900,,6159,Miscellaneous business Credit Institutions,fc035878,Foreign Company,2019,fc035878,https://www.bailliegifford.com,"4,41313E+16",1,4/28/2026 15:38,4/28/2026 15:38,1,1,15,,,,https://www.linkedin.com/company/baillie-gifford/,https://www.youtube.com/channel/UCPRjLX30VVlxJwirNIshaDQ,,,,,,,,£ 66.834.000,institutionalcomplaints@bailliegifford.com,https://portal.leadinfo.com/inbox/custom-20260326-20260520/89341693,bailliegifford
0%,Mustad Netherlands B.V.,mustad.com,Mustad Distribution Center,,Pascallaan 42,8218NJ,Lelystad,Flevoland,90km,NL,223,6,Industrial Machinery Manufacturing,46841,Wholesale trade (no motor vehicles and motorcycles),5072,Hardware,14628252,Corporation,2003,,https://www.mustad.com,31320211420,1,4/20/2026 16:32,4/20/2026 16:32,1,1,15,,,https://www.facebook.com/mustadusa,https://www.linkedin.com/company/mustad-international/,,,https://www.instagram.com/mustadusa,,,,,,,info@mustad.com,https://portal.leadinfo.com/inbox/custom-20260326-20260520/463631408,mustad
0.05,Danmarks Lærerforening - Dlf,dlf.org,,,Vandkunsten 12,1467,Kobenhavn K,Hovedstaden,671km,DK,223,622,Non-profit Organizations,942000,,8631,Labor Unions and Similar Labor Organizations,55602816,Non Profit Organization,1964,,https://www.dlf.org,4533696300,3,2026-05-05 11:57:00,2026-05-05 12:00:00,1,1,155,,https://twitter.com/dlforg/,https://www.facebook.com/dlforg,https://www.linkedin.com/company/danmarks-lererforening/,,,https://www.instagram.com/laererforeningen,,,,,,kr 13.966.749,info@dlf.org,https://portal.leadinfo.com/inbox/custom-20260326-20260520/122407158,dlf
0.05,Bakkersteam B.V.,borgesius.nl,,Meer dan 6 pagina's bezocht,Electronicaweg 7,9503GA,Stadskanaal,Groningen,200km,NL,223,1409,Food and Beverage Manufacturing,64210,Financial holdings,6719,"Offices of Holding Companies, Not Elsewhere Classified",32106240,Corporation,2016,,https://www.borgesius.nl,31332992400,1,3/31/2026 14:30,3/31/2026 14:30,1,1,5,,,https://www.facebook.com/bakkergoedhart.nl,https://www.linkedin.com/company/bakkerborgesius/,,,,,,,,,699552000,info@borgesius.nl,https://portal.leadinfo.com/inbox/custom-20260326-20260520/239482,borgesius
0%,D.A.S. Societe Anonyme Belge d'Assurances de Protection Juridique,das.be,DAS Siège social DAS maatschappelijke Zetel,Hot,Boulevard du Roi Albert II 7,1210,Bruxelles,Bruxelles Capitale,112km,BE,221,313,Insurance,65122,Non-life insurance,6399,"Insurance Carriers, Not Elsewhere Classified",401620778,Corporation,1927,BE0401620778,https://www.das.be,3226455111,4,2026-02-04 10:13:00,4/15/2026 14:07,3,2,180,,,https://www.facebook.com/dasbelgium,https://www.linkedin.com/company/d-a-s-/,https://www.youtube.com/channel/UChm22K2ptjx0WSKJMgWK2Lg/videos,,https://www.instagram.com/dasbelgium,,,,,,€1.362.195,info@das.be,https://portal.leadinfo.com/inbox/custom-20260326-20260520/78841090,das
0.75,"Xiamen Xingzong Information Technology Co., Ltd.",yeastar.com,Yeastar,"Hot, Meer dan 6 pagina's bezocht","Room 301, no.37, Sanqi XI Xishanwei Road, Software Park, Huoju H",361008,Xiamen,Fujian,,CN,219,219,Embedded Software Products,,,7372,Prepackaged Software,350203200385280,Corporation,2013,,https://www.yeastar.com,"8,65926E+16",8,4/13/2026 9:28,5/13/2026 2:51,2,2,70,,,https://www.facebook.com/yeastar,https://www.linkedin.com/company/yeastar/,,,https://www.instagram.com/yeastar_official,,,https://www.xing.com/pages/yeastar,,,¥ 45.466.236,info@yeastar.com,https://portal.leadinfo.com/inbox/custom-20260326-20260520/465065309,yeastar
0.05,Springboard Services B.V.,avitgroup.com,Avit Services,,Ecu 21,8305BA,Emmeloord,Flevoland,122km,NL,219,74,IT Services and IT Consulting,62900,Support activities in the field of information technology,7379,"Computer Related Services, Not Elsewhere Classified",34236858,Corporation,2025,,https://www.avitgroup.com,31880321032,2,2026-08-04 11:06:00,2026-08-04 12:49:00,2,1,190,,,,https://www.linkedin.com/company/avit-group/,https://www.youtube.com/channel/UCr5GecbHVYfLxvkJR5URe3w,,,,,,,,€85.221.724,info@avitgroup.com,https://portal.leadinfo.com/inbox/custom-20260326-20260520/463520433,avitgroup
0.75,Roederer,roederer.fr,,"Hot, Meer dan 6 pagina's bezocht",Simax Arpc Roederer D Halluin Roedere,54000,Nancy,Meurthe-Et-Moselle,,FR,217,0,Insurance,6622Z,,6411,"Insurance Agents, Brokers, and Service",33962386000139,,,82339623860,https://www.roederer.fr,33388767300,4,2026-08-04 8:45:00,2026-04-05 11:57:00,4,3,30,,,https://www.facebook.com/grouperoederer,https://www.linkedin.com/company/roederer/,https://www.youtube.com/channel/UCtmNv78p3nxUdQaLVTK8X4g,,,,,,,,,,https://portal.leadinfo.com/inbox/custom-20260326-20260520/136026929,roederer
0.05,Hovedorganisasjonen Virke,virke.no,,,Henrik Ibsens Gate 90,255,Oslo,Oslo,972km,NO,217,305,Political Organizations,94110,,8611,Business Associations,970134646,Non Profit Organization,1989,,https://www.virke.no,4722541700,1,2026-10-04 9:41:00,2026-10-04 9:41:00,1,1,35,,,https://www.facebook.com/Virke.no,https://www.linkedin.com/company/virke/,,,,,,,,,kr 238.374.000,info@virke.no,https://portal.leadinfo.com/inbox/custom-20260326-20260520/22994122,virke
0.75,Sedus Stoll AG,sedus.com,,"Hot, Meer dan 6 pagina's bezocht",Christof-Stoll-Str. 1,79804,Dogern,Baden-Wurttemberg,534km,DE,215,1134,Furniture and Home Furnishings Manufacturing,3872,"Office Furniture, Retailers",5021,Furniture,HRB 621114,Corporation,1995,DE811824342,https://www.sedus.com,497751840,2,4/28/2026 13:52,4/28/2026 15:10,2,1,120,,,,https://www.linkedin.com/company/sedus-stoll/,,,https://www.instagram.com/sedus_official,,,https://www.xing.com/pages/sedusstollag,,,€242.514.000,info@sedus.com,https://portal.leadinfo.com/inbox/custom-20260326-20260520/78653102,sedus
0%,Qhotels Limited,qhotels.co.uk,The Queens Hotel,,Chesford Grange Hotel,CV82LD,Kenilworth,Warwickshire,429km,GB,214,115,Holding Companies,70100,,6719,"Offices of Holding Companies, Not Elsewhere Classified",4683806,Corporation,1937,4683806,https://www.qhotels.co.uk,"4,4204E+15",1,5/19/2026 0:33,5/19/2026 0:34,1,1,65,,,https://www.facebook.com/TheQHotelsCollection,https://www.linkedin.com/company/theqhotelscollection/,,,https://www.instagram.com/theqhotelscollection,,,,,,£ 18.032.866,stay@qhotels.co.uk,https://portal.leadinfo.com/inbox/custom-20260326-20260520/4984010,qhotels
0.05,Euc Syd,eucsyd.dk,,,Hilmar Finsens Gade 18,6400,Sonderborg,Syddanmark,481km,DK,214,303,Education Administration Programs,853200,,8249,"Vocational Schools, Not Elsewhere Classified",35891013,,1964,,https://www.eucsyd.dk,4574124242,1,4/24/2026 13:31,4/24/2026 13:32,1,1,45,,,https://www.facebook.com/eucsyd.dk,https://www.linkedin.com/company/eucsyd/,,,https://www.instagram.com/eucsyd,,,,,,kr 1.522.167,kommunikation@eucsyd.dk,https://portal.leadinfo.com/inbox/custom-20260326-20260520/25551951,eucsyd
0.15,Bash Seguridad Metal SA,bash.cl,Bash Chile,,Americo Vespucio 811,,Santiago,Santiago,11961km,CL,213,76,Electrical Equipment Manufacturing,,,3699,"Electrical Machinery, Equipment, and Supplies, Not Elsewhere",968740504,Corporation,1998,,https://bash.cl,56226203500,4,2026-04-05 17:38:00,2026-04-05 18:41:00,3,1,410,,,,https://www.linkedin.com/company/bash-chile/,,,,,,,,,$ 3.152.174.071,,https://portal.leadinfo.com/inbox/custom-20260326-20260520/258023602,bash
